"PATIENT_DEV_CD"|"DESC_E"|"DESC_F"|"CODE_TYPE_E"|"CODE_TYPE_F"
2107|"A071206 - Pacing Asynchronously"|"A071206 - Fréquence asynchrone"|"Medical Device Problem"|"Problème de dispositif médical"
2108|"A071207 - Pacing Inadequately"|"A071207 - Fréquence inadéquate"|"Medical Device Problem"|"Problème de dispositif médical"
2109|"A071209 - Pocket Stimulation "|"A071209 - Stimulation de la cavité "|"Medical Device Problem"|"Problème de dispositif médical"
2110|"A071208 - Pacing Intermittently"|"A071208 - Fréquence discontinue"|"Medical Device Problem"|"Problème de dispositif médical"
2111|"A071301 - Failure to Deliver Shock/Stimulation"|"A071301 - Incapacité à produire un choc/stimulation"|"Medical Device Problem"|"Problème de dispositif médical"
2112|"Failure to Deliver Counter-shock (Retired - use 2111)"|"Failure to Deliver Counter-shock (Retiré-utilise 2111)"|"Medical Device Problem"|"Problème de dispositif médical"
2113|"A0707 - Failure to Discharge"|"A0707 - Incapacité à décharger"|"Medical Device Problem"|"Problème de dispositif médical"
2114|"A071302 - Inappropriate Shock/Stimulation"|"A071302 - Choc/stimulation inapproprié"|"Medical Device Problem"|"Problème de dispositif médical"
2115|"A071303 - Intermittent Shock/Stimulation"|"A071303 - Choc/stimulation intermittent"|"Medical Device Problem"|"Problème de dispositif médical"
2116|"A0715 - Grounding Malfunction"|"A0715 - Mauvaise mise à la terre"|"Medical Device Problem"|"Problème de dispositif médical"
2117|"A17 - Compatibility Problem"|"A17 - Problème de compatibilité"|"Medical Device Problem"|"Problème de dispositif médical"
2118|"A1701 - Component or Accessory Incompatibility"|"A1701 - Incompatibilité d'une composante ou d'un accessoire"|"Medical Device Problem"|"Problème de dispositif médical"
2119|"A170101 - Accessory Incompatible"|"A170101 - Accessoire incompatible"|"Medical Device Problem"|"Problème de dispositif médical"
2120|"A170102 - Component Incompatible"|"A170102 - Élément incompatible"|"Medical Device Problem"|"Problème de dispositif médical"
2121|"A1702 - Device-Device Incompatibility"|"A1702 - Incompatibilité ente les dispositifs"|"Medical Device Problem"|"Problème de dispositif médical"
2122|"A0101 - Patient-Device Incompatibility"|"A0101 - Incompatibilité entre le patient et le dispositif"|"Medical Device Problem"|"Problème de dispositif médical"
2123|"A010102 - Device Appears to Trigger Rejection"|"A010102 - Dispositif semblant déclencher un rejet"|"Medical Device Problem"|"Problème de dispositif médical"
2124|"A010103 - Inadequacy of Device Shape and/or Size"|"A010103 - Forme et/ou dimension du dispositif non adaptées"|"Medical Device Problem"|"Problème de dispositif médical"
2125|"A1703 - Measurement System Incompatibility"|"A1703 - Incompatibilité du système de mesure"|"Medical Device Problem"|"Problème de dispositif médical"
2126|"A14 - Infusion or Flow Problem"|"A14 - Problème de perfusion ou de débit"|"Medical Device Problem"|"Problème de dispositif médical"
2127|"A1401 - Deflation Problem"|"A1401 - Problème de dégonflement"|"Medical Device Problem"|"Problème de dispositif médical"
2128|"A1402 - Excess Flow or Over-Infusion"|"A1402 - Débit trop élevé ou perfusion excessive"|"Medical Device Problem"|"Problème de dispositif médical"
2129|"A1403 - Filling Problem"|"A1403 - Problème de remplissage"|"Medical Device Problem"|"Problème de dispositif médical"
2130|"A140301 - Inability to Auto-Fill"|"A140301 - Échec du remplissage automatique"|"Medical Device Problem"|"Problème de dispositif médical"
2131|"A140302 - Overfill"|"A140302 - Remplissage excessif"|"Medical Device Problem"|"Problème de dispositif médical"
2132|"A140303 - Short Fill"|"A140303 - Remplissage insuffisant"|"Medical Device Problem"|"Problème de dispositif médical"
2133|"A140304 - Volume Accuracy Problem"|"A140304 - Problème d'exactitude du volume"|"Medical Device Problem"|"Problème de dispositif médical"
2134|"A1404 - Filtration Problem"|"A1404 - Problème de filtration"|"Medical Device Problem"|"Problème de dispositif médical"
2135|"A140401 - Inadequate Filtration Process"|"A140401 - Processus de filtration inadéquat"|"Medical Device Problem"|"Problème de dispositif médical"
2136|"A140402 - Inadequate Ultra Filtration"|"A140402 - Ultrafiltration inadéquate"|"Medical Device Problem"|"Problème de dispositif médical"
2137|"A1405 - Improper Flow or Infusion"|"A1405 - Débit ou perfusion inadéquats"|"Medical Device Problem"|"Problème de dispositif médical"
2138|"Bleed Back (Retired - use 3010)"|"Bleed Back (Retiré-utilise 3010)"|"Medical Device Problem"|"Problème de dispositif médical"
2139|"A140502 - Free or Unrestricted Flow"|"A140502 - Débit libre ou non limité"|"Medical Device Problem"|"Problème de dispositif médical"
2140|"A140503 - Gradient Increase"|"A140503 - Augmentation du gradient"|"Medical Device Problem"|"Problème de dispositif médical"
2141|"A140504 - Inaccurate Delivery"|"A140504 - Distribution inexacte"|"Medical Device Problem"|"Problème de dispositif médical"
2142|"Inaccurate Dispensing (Retired - use 2137)"|"Inaccurate Dispensing (Retiré-utilise 2137)"|"Medical Device Problem"|"Problème de dispositif médical"
2143|"A140505 - Inaccurate Flow rate"|"A140505 - Débit inexact"|"Medical Device Problem"|"Problème de dispositif médical"
2144|"A140506 - Intermittent Infusion"|"A140506 - Perfusion intermittente"|"Medical Device Problem"|"Problème de dispositif médical"
2145|"A140507 - Reflux within Device"|"A140507 - Reflux dans le dispositif"|"Medical Device Problem"|"Problème de dispositif médical"
2146|"A140508 - Restricted Flow rate"|"A140508 - Débit réduit"|"Medical Device Problem"|"Problème de dispositif médical"
2147|"A140509 - Tidal Volume Fluctuations"|"A140509 - Fluctuations du volume courant"|"Medical Device Problem"|"Problème de dispositif médical"
2148|"A1406 - Inflation Problem"|"A1406 - Problème de gonflement"|"Medical Device Problem"|"Problème de dispositif médical"
2149|"A1407 - Insufficient Flow or Under Infusion"|"A1407 - Perfusion ou débit insuffisants"|"Medical Device Problem"|"Problème de dispositif médical"
2150|"A1408 - No Flow"|"A1408 - Absence de débit"|"Medical Device Problem"|"Problème de dispositif médical"
2151|"A140801 - Failure to Deliver"|"A140801 - Échec de la distribution"|"Medical Device Problem"|"Problème de dispositif médical"
2152|"A140802 - Failure to Infuse"|"A140802 - Échec de la perfusion"|"Medical Device Problem"|"Problème de dispositif médical"
2153|"A140803 - Inability to Irrigate"|"A140803 - Échec de l'irrigation"|"Medical Device Problem"|"Problème de dispositif médical"
2154|"Obstruction within Device (Retired - use 2155)"|"Obstruction within Device (Retiré-utilise 2155)"|"Medical Device Problem"|"Problème de dispositif médical"
2155|"A1409 - Obstruction of Flow"|"A1409 - Obstruction du débit"|"Medical Device Problem"|"Problème de dispositif médical"
2156|"Blockage within Device or Device Component (Retired - use 2155)"|"Blockage within Device or Device Component (Retiré-utilise 2155)"|"Medical Device Problem"|"Problème de dispositif médical"
2157|"Device Clogged (Retired - use 2514)"|"Device Clogged (Retiré-utilise 2514)"|"Medical Device Problem"|"Problème de dispositif médical"
2158|"A1410 - Difficult to Flush "|"A1410 - Difficulté à purger "|"Medical Device Problem"|"Problème de dispositif médical"
2159|"A1411 - Pressure Problem"|"A1411 - Problème de pression"|"Medical Device Problem"|"Problème de dispositif médical"
2160|"A141101 - Decrease in Pressure"|"A141101 - Diminution de la pression"|"Medical Device Problem"|"Problème de dispositif médical"
2161|"A141102 - Increase in Pressure"|"A141102 - Augmentation de la pression"|"Medical Device Problem"|"Problème de dispositif médical"
2162|"A141103 - No Pressure"|"A141103 - Absence de pression"|"Medical Device Problem"|"Problème de dispositif médical"
2163|"A1412 - Pumping Problem"|"A1412 - Problème de pompage"|"Medical Device Problem"|"Problème de dispositif médical"
2164|"A141201 - Decreased Pump Speed"|"A141201 - Diminution de la vitesse de la pompe"|"Medical Device Problem"|"Problème de dispositif médical"
2165|"A141203 - Failure to Pump"|"A141203 - Défaillance de la pompe"|"Medical Device Problem"|"Problème de dispositif médical"
2166|"A141202 - Increased Pump Speed"|"A141202 - Accélération de la vitesse de la pompe"|"Medical Device Problem"|"Problème de dispositif médical"
2167|"Pre- or Post-Pumping Problem (Retired - use 2163)"|"Pre- or Post-Pumping Problem (Retiré-utilise 2163)"|"Medical Device Problem"|"Problème de dispositif médical"
2168|"A141204 - Pumping Stopped"|"A141204 - Interruption du pompage"|"Medical Device Problem"|"Problème de dispositif médical"
2169|"A1413 - Suction Problem"|"A1413 - Problème d'aspiration"|"Medical Device Problem"|"Problème de dispositif médical"
2170|"A141303 - Suction Failure"|"A141303 - Défaillance de l'aspiration"|"Medical Device Problem"|"Problème de dispositif médical"
2171|"A141301 - Decrease in Suction"|"A141301 - Diminution de l'aspiration"|"Medical Device Problem"|"Problème de dispositif médical"
2172|"A141302 - Increase in Suction"|"A141302 - Augmentation de l'aspiration"|"Medical Device Problem"|"Problème de dispositif médical"
2173|"A09 - Output Problem"|"A09 - Problème de sortie"|"Medical Device Problem"|"Problème de dispositif médical"
2174|"Improper Device Output (Retired - use 2198)"|"Improper Device Output (Retiré-utilise 2198)"|"Medical Device Problem"|"Problème de dispositif médical"
2175|"False Device Output (Retired - use 2173)"|"False Device Output (Retiré-utilise 2173)"|"Medical Device Problem"|"Problème de dispositif médical"
2176|"A090205 - Image Orientation Incorrect"|"A090205 - Mauvaise orientation de l'image"|"Medical Device Problem"|"Problème de dispositif médical"
2177|"Image Reversal (Retired - use 2176)"|"Image Reversal (Retiré-utilise 2176)"|"Medical Device Problem"|"Problème de dispositif médical"
2178|"A0906 - Gas output problem "|"A0906 - Problème de sortie de gaz "|"Medical Device Problem"|"Problème de dispositif médical"
2179|"A090101 - Inappropriate Audible Prompt / Feedback"|"A090101 - Message/rétroaction sonore inapproprié"|"Medical Device Problem"|"Problème de dispositif médical"
2180|"A090102 - Inaudible or Unclear Audible Prompt  / Feedback"|"A090102 - Message/rétroaction sonore inaudible ou peu clair"|"Medical Device Problem"|"Problème de dispositif médical"
2181|"A090103 - No Audible Prompt / Feedback"|"A090103 - Message/rétroaction sonore inexistant"|"Medical Device Problem"|"Problème de dispositif médical"
2182|"Incorrect Display (Retired - use 2570)"|"Incorrect Display (Retiré-utilise 2570)"|"Medical Device Problem"|"Problème de dispositif médical"
2183|"A090203 - Erratic or Intermittent  Display"|"A090203 - Affichage irrégulier ou intermittent"|"Medical Device Problem"|"Problème de dispositif médical"
2184|"A090204 - Image Display Error / Artifact"|"A090204 - Erreur/artéfact dans l'affichage de l'image"|"Medical Device Problem"|"Problème de dispositif médical"
2185|"Issue with displayed error message (Retired - use 2571)"|"Issue with displayed error message (Retiré-utilise 2571)"|"Medical Device Problem"|"Problème de dispositif médical"
2186|"Unable to Obtain Readings (Retired - use 2173)"|"Unable to Obtain Readings (Retiré-utilise 2173)"|"Medical Device Problem"|"Problème de dispositif médical"
2187|"A090404 - Output above Specifications"|"A090404 - Production supérieure aux spécifications"|"Medical Device Problem"|"Problème de dispositif médical"
2188|"A090502 - Radiation Overexposure"|"A090502 - Surexposition au rayonnement"|"Medical Device Problem"|"Problème de dispositif médical"
2189|"A090405 - Output below Specifications"|"A090405 - Production inférieure aux spécifications"|"Medical Device Problem"|"Problème de dispositif médical"
2190|"A090503 - Radiation Underexposure"|"A090503 - Sous-exposition au rayonnement"|"Medical Device Problem"|"Problème de dispositif médical"
2191|"Output Energy Incorrect (Retired - use 2506)"|"Output Energy Incorrect (Retiré-utilise 2506)"|"Medical Device Problem"|"Problème de dispositif médical"
2192|"Energy Output to Patient Tissue Incorrect (Retired - use 2506)"|"Energy Output to Patient Tissue Incorrect (Retiré-utilise 2506)"|"Medical Device Problem"|"Problème de dispositif médical"
2193|"A090401 - Energy Spectrum Incorrect"|"A090401 - Spectre d'énergie incorrect"|"Medical Device Problem"|"Problème de dispositif médical"
2194|"A090402 - Failure to Deliver Energy "|"A090402 - Incapacité à fournir de l'énergie "|"Medical Device Problem"|"Problème de dispositif médical"
2195|"A090208 - Poor Quality Image "|"A090208 - Image de mauvaise qualité "|"Medical Device Problem"|"Problème de dispositif médical"
2196|"Image Resolution Poor (Retired - use 2195)"|"Image Resolution Poor (Retiré-utilise 2195)"|"Medical Device Problem"|"Problème de dispositif médical"
2197|"A090406 - Therapeutic or Diagnostic Output Failure"|"A090406 - Défaillance de la sortie thérapeutique ou diagnostique"|"Medical Device Problem"|"Problème de dispositif médical"
2198|"A0908 - Incorrect, Inadequate or Imprecise Result or Readings"|"A0908 - Résultats ou relevés incorrects, inadéquats ou imprécis"|"Medical Device Problem"|"Problème de dispositif médical"
2199|"Display Misread (Retired - use 2291)"|"Display Misread (Retiré-utilise 2291)"|"Medical Device Problem"|"Problème de dispositif médical"
2200|"A090803 - False Negative Result"|"A090803 - Faux négatifs"|"Medical Device Problem"|"Problème de dispositif médical"
2201|"A090804 - False Positive Result"|"A090804 - Faux positifs"|"Medical Device Problem"|"Problème de dispositif médical"
2202|"False Reading from Device Noncompliance (Retired - use 2198)"|"False Reading from Device Noncompliance (Retiré-utilise 2198)"|"Medical Device Problem"|"Problème de dispositif médical"
2203|"A090807 - High Readings"|"A090807 - Relevés élevés"|"Medical Device Problem"|"Problème de dispositif médical"
2204|"A090805 - Incorrect Measurement"|"A090805 - Mesure incorrecte"|"Medical Device Problem"|"Problème de dispositif médical"
2205|"Incorrect or Inadequate Test Results (Retired - use 2198)"|"Incorrect or Inadequate Test Results (Retiré-utilise 2198)"|"Medical Device Problem"|"Problème de dispositif médical"
2206|"A090801 - Signal Artifact/Noise"|"A090801 - Artéfact de signaux/bruit"|"Medical Device Problem"|"Problème de dispositif médical"
2207|"A090809 - High Test Results"|"A090809 - Résultats de test élevés"|"Medical Device Problem"|"Problème de dispositif médical"
2208|"A090810 - Low Test Results"|"A090810 - Résultats de test faibles"|"Medical Device Problem"|"Problème de dispositif médical"
2209|"A090812 - Missing Test Results"|"A090812 - Aucun résultat affiché"|"Medical Device Problem"|"Problème de dispositif médical"
2210|"A090808 - Low Readings"|"A090808 - Relevés faibles"|"Medical Device Problem"|"Problème de dispositif médical"
2211|"A0909 - Unexpected Therapeutic Results "|"A0909 - Résultats thérapeutiques non prévus "|"Medical Device Problem"|"Problème de dispositif médical"
2212|"A0907 - No Device Output "|"A0907 - Absence de résultat du dispositif "|"Medical Device Problem"|"Problème de dispositif médical"
2213|"A090206 - No Display / Image"|"A090206 - Aucun affichage/aucune image"|"Medical Device Problem"|"Problème de dispositif médical"
2214|"A16 - Protective Measures Problem"|"A16 - Problème de mesures de protection"|"Medical Device Problem"|"Problème de dispositif médical"
2215|"A1601 - Device Alarm System"|"A1601 - Système d'alarme du dispositif"|"Medical Device Problem"|"Problème de dispositif médical"
2216|"A160105 - False Alarm"|"A160105 - Fausse alarme"|"Medical Device Problem"|"Problème de dispositif médical"
2217|"Improper Alarm (Retired - use 2215)"|"Improper Alarm (Retiré-utilise 2215)"|"Medical Device Problem"|"Problème de dispositif médical"
2218|"A160101 - Alarm Not Visible "|"A160101 - Alarme non visible "|"Medical Device Problem"|"Problème de dispositif médical"
2219|"A160106 - Defective Alarm"|"A160106 - Alarme défectueuse"|"Medical Device Problem"|"Problème de dispositif médical"
2220|"A160104 - Delayed Alarm"|"A160104 - Retard de l'alarme"|"Medical Device Problem"|"Problème de dispositif médical"
2221|"A160103 - Low Audible Alarm"|"A160103 - Alarme sonore faible"|"Medical Device Problem"|"Problème de dispositif médical"
2222|"A160102 - No Audible Alarm"|"A160102 - Absence d'alarme sonore"|"Medical Device Problem"|"Problème de dispositif médical"
2223|"A1602 - Fail-Safe Problem"|"A1602 - Problème de mécanisme de sécurité intégré"|"Medical Device Problem"|"Problème de dispositif médical"
2224|"Fail-Safe Design Failure (Retired - use 2223)"|"Fail-Safe Design Failure (Retiré-utilise 2223)"|"Medical Device Problem"|"Problème de dispositif médical"
2225|"A1603 - Failure of Device to Self-Test"|"A1603 - Échec de l'auto-test du dispositif"|"Medical Device Problem"|"Problème de dispositif médical"
2226|"A160202 - No Fail-Safe Mechanism"|"A160202 - Absence de mécanisme de sécurité"|"Medical Device Problem"|"Problème de dispositif médical"
2227|"A1604 - Failure to Auto Stop"|"A1604 - Échec de l'arrêt automatique"|"Medical Device Problem"|"Problème de dispositif médical"
2228|"Plunge (Retired - use 2487)"|"Plunge (Retiré-utilise 2487)"|"Medical Device Problem"|"Problème de dispositif médical"
2229|"A1606 - Premature Indicator Activation"|"A1606 - Activation prématurée des indicateurs"|"Medical Device Problem"|"Problème de dispositif médical"
2230|"A160601 - Premature Elective Replacement Indicator"|"A160601 - Indicateur de remplacement électif prématuré"|"Medical Device Problem"|"Problème de dispositif médical"
2231|"A160602 - Premature End-of-Life Indicator"|"A160602 - Indicateur de fin de vie prématuré"|"Medical Device Problem"|"Problème de dispositif médical"
2232|"A1605 - Reset Problem"|"A1605 - Problème de réinitialisation"|"Medical Device Problem"|"Problème de dispositif médical"
2233|"A160501 - Failure to Reset"|"A160501 - Échec de la réinitialisation"|"Medical Device Problem"|"Problème de dispositif médical"
2234|"A160502 - Failure to Zero"|"A160502 - Échec de la remise à zéro"|"Medical Device Problem"|"Problème de dispositif médical"
2235|"A160503 - Inappropriate or Unexpected Reset"|"A160503 - Réinitialisation inappropriée ou imprévue"|"Medical Device Problem"|"Problème de dispositif médical"
2236|"A1607 - Shielding Failure"|"A1607 - Défaillance de protection"|"Medical Device Problem"|"Problème de dispositif médical"
2237|"Device Maintenance Issue (Retired - use 2293)"|"Device Maintenance Issue (Retiré-utilise 2293)"|"Medical Device Problem"|"Problème de dispositif médical"
2238|"Failure to Service (Retired - use 2293)"|"Failure to Service (Retiré-utilise 2293)"|"Medical Device Problem"|"Problème de dispositif médical"
2239|"Inadequate Service (Retired - use 2293)"|"Inadequate Service (Retiré-utilise 2293)"|"Medical Device Problem"|"Problème de dispositif médical"
2240|"A2102 - Lack of Maintenance Documentation or Guidelines "|"A2102 - Absence de documentation ou de directives pour l'entretien "|"Medical Device Problem"|"Problème de dispositif médical"
2241|"Maintenance Does not comply to Mfr Recommendations (Retired - use 2293)"|"Maintenance Does not comply to Mfr Recommendations (Retiré-utilise 2293)"|"Medical Device Problem"|"Problème de dispositif médical"
2242|"Disinfection or Sterilization Issue at User Location (Retired - use 2251)"|"Disinfection or Sterilization Issue at User Location (Retiré-utilise 2251)"|"Medical Device Problem"|"Problème de dispositif médical"
2243|"A1801 - Contamination During Use"|"A1801 - Contamination pendant l'utilisation"|"Medical Device Problem"|"Problème de dispositif médical"
2244|"A180102 - Contamination of Device Ingredient or Reagent"|"A180102 - Contamination de l'ingrédient ou du réactif du dispositif"|"Medical Device Problem"|"Problème de dispositif médical"
2245|"Device Contamination with Biological Material (Retired - use 2519)"|"Device Contamination with Biological Material (Retiré-utilise 2519)"|"Medical Device Problem"|"Problème de dispositif médical"
2246|"A180105 - Microbial Contamination of Device "|"A180105 - Contamination microbienne du dispositif "|"Medical Device Problem"|"Problème de dispositif médical"
2247|"A180101 - Biofilm coating in Device "|"A180101 - Présence d'un biofilm dans le dispositif "|"Medical Device Problem"|"Problème de dispositif médical"
2248|"A180103 - Device Contamination with Body Fluid"|"A180103 - Contamination du dispositif par un liquide corporel"|"Medical Device Problem"|"Problème de dispositif médical"
2249|"Foreign Material Present in Device (Retired - use 2519)"|"Foreign Material Present in Device (Retiré-utilise 2519)"|"Medical Device Problem"|"Problème de dispositif médical"
2250|"A180301 - Failure to Clean Adequately"|"A180301 - Incapacité à nettoyer adéquatement"|"Medical Device Problem"|"Problème de dispositif médical"
2251|"A180305 - Problem with Sterilization"|"A180305 - Problème de stérilisation"|"Medical Device Problem"|"Problème de dispositif médical"
2252|"A180302 - Failure to Disinfect"|"A180302 - Incapacité à désinfecter "|"Medical Device Problem"|"Problème de dispositif médical"
2253|"Failure to Sterilize (Retired - use 2251)"|"Failure to Sterilize (Retiré-utilise 2251)"|"Medical Device Problem"|"Problème de dispositif médical"
2254|"Device Rinsing Issue (Retired - use 2250)"|"Device Rinsing Issue (Retiré-utilise 2250)"|"Medical Device Problem"|"Problème de dispositif médical"
2255|"A180303 - Flushing problem"|"A180303 - Problème de purge"|"Medical Device Problem"|"Problème de dispositif médical"
2256|"A180304 - Problem with Removal of Enzymatic Cleaner"|"A180304 - Problème d'élimination d'un nettoyant enzymatique"|"Medical Device Problem"|"Problème de dispositif médical"
2257|"A180306 - Residue After Decontamination"|"A180306 - Résidus après décontamination"|"Medical Device Problem"|"Problème de dispositif médical"
2258|"A19 - Environmental Compatibility Problem"|"A19 - Problème de compatibilité avec l'environnement"|"Medical Device Problem"|"Problème de dispositif médical"
2259|"A1901 - Ambient Noise Problem"|"A1901 - Problème de bruit ambiant"|"Medical Device Problem"|"Problème de dispositif médical"
2260|"A1902 - Ambient Temperature Problem"|"A1902 - Problème de température ambiante"|"Medical Device Problem"|"Problème de dispositif médical"
2261|"Changes in Ambient Temperature in Device Environment (Retired - use 2260)"|"Changes in Ambient Temperature in Device Environment (Retiré-utilise 2260)"|"Medical Device Problem"|"Problème de dispositif médical"
2262|"Biological Environmental Factor (Retired - use 2258)"|"Biological Environmental Factor (Retiré-utilise 2258)"|"Medical Device Problem"|"Problème de dispositif médical"
2263|"A1904 - Fungus in Device Environment"|"A1904 - Champignons dans l'environnement du dispositif"|"Medical Device Problem"|"Problème de dispositif médical"
2264|"Device Expiration Issue (Retired)"|"Device Expiration Issue (Retiré)"|"Medical Device Problem"|"Problème de dispositif médical"
2265|"A210101 - Expiration Date Error"|"A210101 - Erreur de date d'expiration"|"Medical Device Problem"|"Problème de dispositif médical"
2266|"Shelf Life Exceeded (Retired - use 2291)"|"Shelf Life Exceeded (Retiré-utilise 2291)"|"Medical Device Problem"|"Problème de dispositif médical"
2267|"A1907 - Device Unsafe to Use in Environment"|"A1907 - Dispositif non sécuritaire à utiliser dans l'environnement"|"Medical Device Problem"|"Problème de dispositif médical"
2268|"A1910 - Electrical Power Problem"|"A1910 - Problème d'alimentation électrique"|"Medical Device Problem"|"Problème de dispositif médical"
2269|"A191001 - Emergency Power Failure"|"A191001 - Panne de l'alimentation de secours"|"Medical Device Problem"|"Problème de dispositif médical"
2270|"A191002 - Loss of Power"|"A191002 - Panne d'électricité"|"Medical Device Problem"|"Problème de dispositif médical"
2271|"A191003 - Power Conditioning Problem"|"A191003 - Problème de conditionnement d'alimentation"|"Medical Device Problem"|"Problème de dispositif médical"
2272|"A1908 - Environmental Particulates"|"A1908 - Particules dans l'environnement"|"Medical Device Problem"|"Problème de dispositif médical"
2273|"Inadequate Lighting (Retired - use 2258)"|"Inadequate Lighting (Retiré-utilise 2258)"|"Medical Device Problem"|"Problème de dispositif médical"
2274|"A1909 - Medical Gas Supply Problem"|"A1909 - Problème d'approvisionnement en gaz médicaux"|"Medical Device Problem"|"Problème de dispositif médical"
2275|"A1905 - Moisture or Humidity Problem"|"A1905 - Problème d'humidité"|"Medical Device Problem"|"Problème de dispositif médical"
2276|"A190501 - Moisture Damage"|"A190501 - Dommages causés par l'humidité"|"Medical Device Problem"|"Problème de dispositif médical"
2277|"A1906 - Ventilation Problem in Device Environment"|"A1906 - Problème de ventilation dans l'environnement du dispositif"|"Medical Device Problem"|"Problème de dispositif médical"
2278|"A190601 - Fogging"|"A190601 - Embuage"|"Medical Device Problem"|"Problème de dispositif médical"
2279|"A1903 - Fumes or Vapors"|"A1903 - Émanations ou vapeurs"|"Medical Device Problem"|"Problème de dispositif médical"
2280|"Inadequate Storage (Retired - use 2293)"|"Inadequate Storage (Retiré-utilise 2293)"|"Medical Device Problem"|"Problème de dispositif médical"
2281|"A20 - Installation-Related Problem"|"A20 - Problème d'installation"|"Medical Device Problem"|"Problème de dispositif médical"
2282|"A22 - Human-Device Interface Problem"|"A22 - Problème d'interface dispositif-humain"|"Medical Device Problem"|"Problème de dispositif médical"
2283|"A2203 - Device Difficult to Maintain"|"A2203 - Dispositif difficile à entretenir"|"Medical Device Problem"|"Problème de dispositif médical"
2284|"A2201 - Device Difficult to Setup or Prepare"|"A2201 - Dispositif difficile à configurer ou à préparer"|"Medical Device Problem"|"Problème de dispositif médical"
2285|"A2202 - Device Difficult to Program or Calibrate"|"A2202 - Dispositif difficile à programmer ou à étalonner"|"Medical Device Problem"|"Problème de dispositif médical"
2286|"A2204 - Inadequate User Interface"|"A2204 - Interface utilisateur inadéquate"|"Medical Device Problem"|"Problème de dispositif médical"
2287|"A2105 - Inadequate or Insufficient Training"|"A2105 - Formation inadéquate ou insuffisante"|"Medical Device Problem"|"Problème de dispositif médical"
2288|"A21 - Labelling, Instructions for Use or Training Problem"|"A21 - Problème d'étiquetage, de mode d'emploi ou de formation"|"Medical Device Problem"|"Problème de dispositif médical"
2289|"A2103 - Inadequate Instructions for Healthcare Professional"|"A2103 - Consignes non adaptées à des professionnels de la santé"|"Medical Device Problem"|"Problème de dispositif médical"
2290|"A2104 - Inadequate Instructions for Non-Healthcare Professional"|"A2104 - Consignes non adaptées à des professionnels externes au domaine de la santé"|"Medical Device Problem"|"Problème de dispositif médical"
2291|"A23 - Use of Device Problem"|"A23 - Problème d'utilisation du dispositif"|"Medical Device Problem"|"Problème de dispositif médical"
2292|"A2301 - Device Handling Problem"|"A2301 - Problème de manipulation du dispositif"|"Medical Device Problem"|"Problème de dispositif médical"
2293|"A2303 - Improper or Incorrect Procedure or Method"|"A2303 - Procédure ou méthode incorrecte"|"Medical Device Problem"|"Problème de dispositif médical"
2294|"A230501 - Misassembly by Users"|"A230501 - Défaut de montage par les utilisateurs"|"Medical Device Problem"|"Problème de dispositif médical"
2295|"A2302 - Use of Incorrect Control Settings"|"A2302 - Utilisation de paramètres de commande incorrects"|"Medical Device Problem"|"Problème de dispositif médical"
2296|"A2304 - Off-Label Use"|"A2304 - Utilisation non prévue"|"Medical Device Problem"|"Problème de dispositif médical"
2297|"A03 - Chemical Problem"|"A03 - Problème chimique"|"Medical Device Problem"|"Problème de dispositif médical"
2298|"Chemical Spillage (Retired - use 2511)"|"Chemical Spillage (Retiré-utilise 2511)"|"Medical Device Problem"|"Problème de dispositif médical"
2299|"A0301 - Device Emits Odor"|"A0301 - Odeur dégagée par le dispositif"|"Medical Device Problem"|"Problème de dispositif médical"
2300|"A0302 - Device Ingredient or Reagent Problem"|"A0302 - Problème d'ingrédient ou de réactif"|"Medical Device Problem"|"Problème de dispositif médical"
2301|"A010101 - Biocompatibility "|"A010101 - Biocompatibilité "|"Medical Device Problem"|"Problème de dispositif médical"
2302|"A030206 - High pH"|"A030206 - pH élevé"|"Medical Device Problem"|"Problème de dispositif médical"
2303|"Sediment, Precipitate or Deposit in Device (Retired - use 2308)"|"Sediment, Precipitate or Deposit in Device (Retiré-utilise 2308)"|"Medical Device Problem"|"Problème de dispositif médical"
2304|"A030201 - Clumping in Device or Device Ingredient"|"A030201 - Matières agglutinées dans un dispositif ou un ingrédient du dispositif"|"Medical Device Problem"|"Problème de dispositif médical"
2305|"A030202 - Coagulation in Device or device Ingredient"|"A030202 - Coagulation dans le dispositif ou un ingrédient du dispositif"|"Medical Device Problem"|"Problème de dispositif médical"
2306|"A030204 - Cross Reactivity"|"A030204 - Activité croisée"|"Medical Device Problem"|"Problème de dispositif médical"
2307|"A030205 - Particulates"|"A030205 - Particules"|"Medical Device Problem"|"Problème de dispositif médical"
2308|"A030203 - Precipitate in Device or device Ingredient"|"A030203 - Précipité dans un dispositif ou un ingrédient du dispositif"|"Medical Device Problem"|"Problème de dispositif médical"
2309|"Flashpoint Threshold Met (Retired - use 2476)"|"Flashpoint Threshold Met (Retiré-utilise 2476)"|"Medical Device Problem"|"Problème de dispositif médical"
2310|"A0303 - Improper Chemical Reaction "|"A0303 - Réaction chimique inappropriée "|"Medical Device Problem"|"Problème de dispositif médical"
2311|"A13 - Communication or Transmission Problem"|"A13 - Problème de communication ou de transmission"|"Medical Device Problem"|"Problème de dispositif médical"
2312|"A1301 - Failure to Read Input Signal"|"A1301 - Incapacité à lire le signal d'entrée"|"Medical Device Problem"|"Problème de dispositif médical"
